Id,Count,Named,Original
flutter-ios-build,4,Apple Developers,Apple Developers
core-nfc,4,unamed,core-nfc
info-plist,4,Python & R Developers,Python & R Developers
declarative-programming,4,unamed,declarative-programming
blurry,4,unamed,blurry
silent-notification,4,unamed,silent-notification
info.plist,4,Python & R Developers,Python & R Developers
flutter-run,4,unamed,flutter-run
uiscene,4,unamed,uiscene
landscape,4,unamed,landscape
portrait,4,unamed,portrait
google-cardboard,4,unamed,google-cardboard
mailto,4,unamed,mailto
awakefromnib,4,unamed,awakefromnib
podspec,4,unamed,podspec
flashlight,4,unamed,flashlight
avcapturedevice,4,unamed,avcapturedevice
center,4,unamed,center
nsmutablestring,4,unamed,nsmutablestring
responsiveness,4,unamed,responsiveness
adaptive-parallel-payment,4,unamed,adaptive-parallel-payment
jsqmessagesviewcontroller,4,FrontEnd Developers,FrontEnd Developers
swift-keyboard,4,Apple Developers,Apple Developers
camera-roll,4,unamed,camera-roll
wcsession,4,unamed,wcsession
reswift,4,Apple Developers,Apple Developers
uirefreshcontrol,4,unamed,uirefreshcontrol
itunes-store,4,unamed,itunes-store
swift-optionals,4,Apple Developers,Apple Developers
ios10-today-widget,4,Apple Developers,Apple Developers
nspersistentcontainer,4,unamed,nspersistentcontainer
rich-notifications,4,unamed,rich-notifications
email-validation,4,unamed,email-validation
xamarin.forms.entry,4,unamed,xamarin.forms.entry
uidocumentpickerviewcontroller,4,unamed,uidocumentpickerviewcontroller
nsfilecoordinator,4,unamed,nsfilecoordinator
mobile-ffmpeg,4,unamed,mobile-ffmpeg
uidocumentbrowserviewcontroller,4,unamed,uidocumentbrowserviewcontroller
swiftpm,4,Apple Developers,Apple Developers
nativescript-plugin,4,unamed,nativescript-plugin
raycasting,4,unamed,raycasting
arscnview,4,unamed,arscnview
avcapturevideodataoutput,4,unamed,avcapturevideodataoutput
xcode11.3.1,4,Apple Developers,Apple Developers
xcasset,4,unamed,xcasset
gamecontroller,4,unamed,gamecontroller
nsurlsessiondownloadtask,4,unamed,nsurlsessiondownloadtask
scanline,4,unamed,scanline
large-title,4,unamed,large-title
react-native-push-notification,4,unamed,react-native-push-notification
objective-c++,4,Apple Developers,Apple Developers
uiimageview,4,unamed,uiimageview
homekit,4,unamed,homekit
ios-homekit,4,Apple Developers,Apple Developers
xcarchive,4,unamed,xcarchive
substratevm,4,unamed,substratevm
receipt-validation,4,unamed,receipt-validation
core-data-migration,4,unamed,core-data-migration
moya,4,unamed,moya
webarchive,4,unamed,webarchive
cashapelayer,4,unamed,cashapelayer
skview,4,unamed,skview
uisearchcontroller,4,unamed,uisearchcontroller
cllocationmanager,4,unamed,cllocationmanager
depth,4,unamed,depth
icloud-drive,4,unamed,icloud-drive
brightness,4,unamed,brightness
3dtouch,4,unamed,3dtouch
ios-charts,4,Apple Developers,Apple Developers
messageformat,4,unamed,messageformat
justify,4,unamed,justify
textkit,4,unamed,textkit
hyphenation,4,unamed,hyphenation
ios-animations,4,Apple Developers,Apple Developers
nsurlprotocol,4,unamed,nsurlprotocol
microsoft.ml,4,unamed,microsoft.ml
updating,4,unamed,updating
ply-file-format,4,unamed,ply-file-format
fastlane-gym,4,unamed,fastlane-gym
beatsmusic,4,unamed,beatsmusic
soundwaves,4,unamed,soundwaves
encoder,4,unamed,encoder
decoder,4,unamed,decoder
captivenetwork,4,unamed,captivenetwork
iboutlet,4,unamed,iboutlet
height,4,unamed,height
uiprogressview,4,unamed,uiprogressview
kml,4,unamed,kml
sfspeechrecognizer,4,unamed,sfspeechrecognizer
alarm,4,unamed,alarm
uicontextmenuconfiguration,4,unamed,uicontextmenuconfiguration
react-native-linking,4,unamed,react-native-linking
rn-fetch-blob,4,unamed,rn-fetch-blob
liferay-6,4,unamed,liferay-6
liferay-6.2,4,unamed,liferay-6.2
in-app-promotions,4,unamed,in-app-promotions
sktexture,4,unamed,sktexture
sktextureatlas,4,unamed,sktextureatlas
alerts,4,unamed,alerts
nscoding,4,unamed,nscoding
video-player,4,unamed,video-player
uimenucontroller,4,unamed,uimenucontroller
twilio-twiml,4,unamed,twilio-twiml
xcode-ui-testing,4,Apple Developers,Apple Developers
thenable,4,unamed,thenable
apn,4,unamed,apn
viewcontroller,4,unamed,viewcontroller
popover,4,unamed,popover
nsarray,4,unamed,nsarray
audiounit,4,unamed,audiounit
musicsequence,4,unamed,musicsequence
podfile-lock,4,unamed,podfile-lock
uiapplication,4,unamed,uiapplication
swift-framework,4,Apple Developers,Apple Developers
third-party-cookies,4,unamed,third-party-cookies
pushviewcontroller,4,unamed,pushviewcontroller
flutter-release,4,unamed,flutter-release
configuration-profile,4,unamed,configuration-profile
photokit,4,unamed,photokit
phlivephoto,4,unamed,phlivephoto
apple-live-photos,4,Apple Developers,Apple Developers
avcaptureoutput,4,unamed,avcaptureoutput
ipatool,4,unamed,ipatool
alphabetical,4,unamed,alphabetical
test-environments,4,unamed,test-environments
scntechnique,4,unamed,scntechnique
mapkitannotation,4,unamed,mapkitannotation
uistoryboardsegue,4,unamed,uistoryboardsegue
xmpp,4,unamed,xmpp
ejabberd,4,unamed,ejabberd
xmppframework,4,unamed,xmppframework
viper-architecture,4,unamed,viper-architecture
date-parsing,4,unamed,date-parsing
avaudiorecorder,4,unamed,avaudiorecorder
nsmutableattributedstring,4,unamed,nsmutableattributedstring
segue,4,unamed,segue
separator,4,unamed,separator
kingfisher,4,unamed,kingfisher
xcode6,4,Apple Developers,Apple Developers
ios-app-group,4,Apple Developers,Apple Developers
uitabbar,4,unamed,uitabbar
uitextfielddelegate,4,unamed,uitextfielddelegate
mprotect,4,unamed,mprotect
alamofire-request,4,unamed,alamofire-request
inkscape,4,unamed,inkscape
fbflipper,4,unamed,fbflipper
nsworkspace,4,unamed,nsworkspace
xctestplan,4,unamed,xctestplan
cfnetwork,4,unamed,cfnetwork
quicklook,4,unamed,quicklook
qlpreviewcontroller,4,unamed,qlpreviewcontroller
static-framework,4,unamed,static-framework
share-extension,4,unamed,share-extension
mount-point,4,unamed,mount-point
diskarbitration,4,unamed,diskarbitration
mapbox-ios-maps,4,Apple Developers,Apple Developers
asauthorizationcontroller,4,unamed,asauthorizationcontroller
gitlens,4,Version Control,Version Control
git-config,4,Version Control,Version Control
apfs,4,unamed,apfs
diskspace,4,unamed,diskspace
changelog,4,unamed,changelog
gitlab-ce,4,Version Control,Version Control
merge-conflict-resolution,4,unamed,merge-conflict-resolution
git-checkout,4,Version Control,Version Control
git-fetch,4,Version Control,Version Control
revision-history,4,unamed,revision-history
git-sparse-checkout,4,Version Control,Version Control
git-sign,4,Version Control,Version Control
git-squash,4,Version Control,Version Control
feature-branch,4,Version Control,Version Control
mlops,4,unamed,mlops
github-desktop,4,Version Control,Version Control
ssms-18,4,unamed,ssms-18
shared-directory,4,unamed,shared-directory
merge-request,4,unamed,merge-request
dotfiles,4,unamed,dotfiles
git-repo,4,Version Control,Version Control
staging,4,unamed,staging
git-reset,4,Version Control,Version Control
git-rm,4,Version Control,Version Control
git-merge-conflict,4,Version Control,Version Control
git-cherry-pick,4,Version Control,Version Control
fstab,4,unamed,fstab
file-ownership,4,unamed,file-ownership
abort,4,unamed,abort
plantuml,4,unamed,plantuml
gh-cli,4,unamed,gh-cli
confluence-macros,4,unamed,confluence-macros
ssms-2018,4,unamed,ssms-2018
git-flow,4,Version Control,Version Control
esprima,4,unamed,esprima
storyshots,4,unamed,storyshots
for-await,4,unamed,for-await
windows-7,4,unamed,windows-7
docsy,4,unamed,docsy
readfile,4,unamed,readfile
typescript-declarations,4,FrontEnd Developers,FrontEnd Developers
node-uuid,4,unamed,node-uuid
tslib,4,unamed,tslib
content-disposition,4,unamed,content-disposition
dash.js,4,FrontEnd Developers,FrontEnd Developers
nodejs-server,4,FrontEnd Developers,FrontEnd Developers
mongodb-lookup,4,unamed,mongodb-lookup
lucid,4,unamed,lucid
node-http-proxy,4,unamed,node-http-proxy
nodeservices,4,unamed,nodeservices
slim,4,unamed,slim
paseto,4,unamed,paseto
email-bounces,4,unamed,email-bounces
keycloak-gatekeeper,4,unamed,keycloak-gatekeeper
passport-facebook,4,unamed,passport-facebook
passport-facebook-token,4,unamed,passport-facebook-token
geofirestore,4,unamed,geofirestore
keydb,4,unamed,keydb
base36,4,unamed,base36
fs-extra,4,unamed,fs-extra
grpc-node,4,unamed,grpc-node
express-handlebars,4,FrontEnd Developers,FrontEnd Developers
passport-google-oauth,4,unamed,passport-google-oauth
passport-google-oauth2,4,unamed,passport-google-oauth2
stryker,4,unamed,stryker
passport-azure-ad,4,unamed,passport-azure-ad
psd2,4,unamed,psd2
aws-documentdb-mongoapi,4,unamed,aws-documentdb-mongoapi
koa-router,4,unamed,koa-router
forever,4,unamed,forever
mobx-state-tree,4,unamed,mobx-state-tree
laravel-envoy,4,FrontEnd Developers,FrontEnd Developers
createwritestream,4,unamed,createwritestream
eventsource,4,unamed,eventsource
page-break,4,unamed,page-break
google-api-nodejs-client,4,FrontEnd Developers,FrontEnd Developers
node-mysql2,4,Database Developers,Database Developers
ember.js-fastboot,4,FrontEnd Developers,FrontEnd Developers
heroku-api,4,Database Developers,Database Developers
google-auth-library-nodejs,4,FrontEnd Developers,FrontEnd Developers
graphql-tools,4,unamed,graphql-tools
graphql-schema,4,unamed,graphql-schema
node-cron,4,unamed,node-cron
meteor-accounts,4,unamed,meteor-accounts
google-one-tap,4,unamed,google-one-tap
httpservice,4,unamed,httpservice
passport-linkedin,4,unamed,passport-linkedin
reflect-metadata,4,unamed,reflect-metadata
gradle-multi-project-build,4,Android & Java Developers,Android & Java Developers
async.js,4,FrontEnd Developers,FrontEnd Developers
ssh2-sftp,4,Version Control,Version Control
google-people-api,4,unamed,google-people-api
xtermjs,4,FrontEnd Developers,FrontEnd Developers
cider,4,unamed,cider
typegoose,4,unamed,typegoose
http-proxy-middleware,4,unamed,http-proxy-middleware
bulkinsert,4,unamed,bulkinsert
unpkg,4,unamed,unpkg
npm-init,4,unamed,npm-init
command-prompt,4,unamed,command-prompt
windows-10-desktop,4,unamed,windows-10-desktop
psutil,4,unamed,psutil
video-conversion,4,unamed,video-conversion
nswindowcontroller,4,unamed,nswindowcontroller
cmath,4,unamed,cmath
libressl,4,unamed,libressl
mariadb-10.4,4,unamed,mariadb-10.4
jnotify,4,unamed,jnotify
gcore,4,unamed,gcore
zshrc,4,unamed,zshrc
codesign,4,unamed,codesign
xquartz,4,unamed,xquartz
tab-completion,4,unamed,tab-completion
intellij-idea-2020,4,Android & Java Developers,Android & Java Developers
prelaunch,4,unamed,prelaunch
abstractmethoderror,4,unamed,abstractmethoderror
kotlinx.coroutines.flow,4,unamed,kotlinx.coroutines.flow
firebase-notifications,4,unamed,firebase-notifications
install-referrer,4,unamed,install-referrer
react-native-hermes,4,unamed,react-native-hermes
firebase-ab-testing,4,unamed,firebase-ab-testing
heads-up-notifications,4,unamed,heads-up-notifications
resize-image,4,unamed,resize-image
unique-id,4,unamed,unique-id
fabric-beta,4,unamed,fabric-beta
dropdownbutton,4,unamed,dropdownbutton
drawer,4,unamed,drawer
scaffolding,4,unamed,scaffolding
flutter-sliverappbar,4,unamed,flutter-sliverappbar
scaffold,4,unamed,scaffold
refund,4,unamed,refund
android-embedded-api,4,Android & Java Developers,Android & Java Developers
flutter-sdk,4,unamed,flutter-sdk
uint8list,4,Python & R Developers,Python & R Developers
class-extensions,4,unamed,class-extensions
canvaskit,4,unamed,canvaskit
bottomappbar,4,unamed,bottomappbar
flutter-theme,4,unamed,flutter-theme
dynamic-chart-series,4,unamed,dynamic-chart-series
google-barchart,4,unamed,google-barchart
paytabs,4,unamed,paytabs
dart-async,4,unamed,dart-async
hummingbird,4,unamed,hummingbird
flutter-hive,4,unamed,flutter-hive
mcafee,4,unamed,mcafee
genymotion,4,unamed,genymotion
rounded-corners,4,unamed,rounded-corners
expandablelistview,4,Android & Java Developers,Android & Java Developers
flutter-in-app-purchase,4,unamed,flutter-in-app-purchase
metamask,4,unamed,metamask
persistent-storage,4,unamed,persistent-storage
material-widget,4,unamed,material-widget
cupertino-widgets,4,unamed,cupertino-widgets
geofencing,4,unamed,geofencing
httpexception,4,unamed,httpexception
flutter-form-builder,4,unamed,flutter-form-builder
flutter-routes,4,unamed,flutter-routes
json-serialization,4,FrontEnd Developers,FrontEnd Developers
step-into,4,unamed,step-into
lcov,4,unamed,lcov
flutter-hotreload,4,unamed,flutter-hotreload
flutter-compiler,4,unamed,flutter-compiler
osmdroid,4,unamed,osmdroid
leaflet.draw,4,unamed,leaflet.draw
flutter-tex,4,unamed,flutter-tex
motion-blur,4,unamed,motion-blur
gesturedetector,4,unamed,gesturedetector
intentservice,4,unamed,intentservice
ios-lifecycle,4,Apple Developers,Apple Developers
hipaa,4,unamed,hipaa
flutter-listview,4,Android & Java Developers,Android & Java Developers
feature-file,4,unamed,feature-file
directions,4,unamed,directions
generate,4,unamed,generate
execcommand,4,unamed,execcommand
eventemitter,4,unamed,eventemitter
nullish-coalescing,4,unamed,nullish-coalescing
binary-serialization,4,unamed,binary-serialization
vue-router4,4,unamed,vue-router4
synaptic.js,4,FrontEnd Developers,FrontEnd Developers
storage-access-api,4,unamed,storage-access-api
ecmascript-2016,4,FrontEnd Developers,FrontEnd Developers
bodymovin,4,unamed,bodymovin
stripe-checkout,4,unamed,stripe-checkout
eclipse-2020-06,4,Android & Java Developers,Android & Java Developers
sortablejs,4,FrontEnd Developers,FrontEnd Developers
object-properties,4,unamed,object-properties
truncate,4,unamed,truncate
mjml,4,unamed,mjml
vue-storefront,4,unamed,vue-storefront
deferred-loading,4,unamed,deferred-loading
bootstrap-selectpicker,4,FrontEnd Developers,FrontEnd Developers
preprocessor-directive,4,unamed,preprocessor-directive
keyof,4,unamed,keyof
react-native-ui-kitten,4,unamed,react-native-ui-kitten
jcanvas,4,unamed,jcanvas
tsdoc,4,unamed,tsdoc
uicomponents,4,unamed,uicomponents
dagre-d3,4,unamed,dagre-d3
css-paged-media,4,FrontEnd Developers,FrontEnd Developers
lit,4,unamed,lit
separating-axis-theorem,4,unamed,separating-axis-theorem
photoshop-script,4,unamed,photoshop-script
photoshop-sdk,4,unamed,photoshop-sdk
selection,4,Database Developers,Database Developers
web-midi,4,unamed,web-midi
touch-event,4,unamed,touch-event
jquery-terminal,4,FrontEnd Developers,FrontEnd Developers
wavesurfer.js,4,FrontEnd Developers,FrontEnd Developers
matroska,4,unamed,matroska
ebml,4,unamed,ebml
rule-engine,4,unamed,rule-engine
object-construction,4,C Developers,C Developers
routing-controllers,4,unamed,routing-controllers
rel,4,unamed,rel
twa,4,unamed,twa
adal.js,4,FrontEnd Developers,FrontEnd Developers
observers,4,unamed,observers
react-native-gifted-chat,4,unamed,react-native-gifted-chat
form-fields,4,unamed,form-fields
nomachine-nx,4,unamed,nomachine-nx
cesium,4,unamed,cesium
mozjpeg,4,unamed,mozjpeg
crossfilter,4,unamed,crossfilter
blame,4,unamed,blame
brython,4,unamed,brython
video-ads,4,unamed,video-ads
ts-mockito,4,unamed,ts-mockito
lexical,4,unamed,lexical
eme,4,unamed,eme
location-href,4,unamed,location-href
xml-parsing,4,unamed,xml-parsing
css-multicolumn-layout,4,FrontEnd Developers,FrontEnd Developers
webkitspeechrecognition,4,unamed,webkitspeechrecognition
underscore.js,4,FrontEnd Developers,FrontEnd Developers
pdfobject,4,unamed,pdfobject
read-data,4,unamed,read-data
print-preview,4,unamed,print-preview
monospace,4,unamed,monospace
vue-props,4,unamed,vue-props
deno-lint,4,unamed,deno-lint
enhanced-ecommerce,4,unamed,enhanced-ecommerce
eleventy,4,unamed,eleventy
oculusquest,4,unamed,oculusquest
email-threading,4,unamed,email-threading
number-to-currency,4,unamed,number-to-currency
react-konva,4,unamed,react-konva
konva,4,unamed,konva
printjs,4,FrontEnd Developers,FrontEnd Developers
prettier-standard,4,unamed,prettier-standard
after-effects,4,unamed,after-effects
open-telemetry,4,unamed,open-telemetry
antdv,4,unamed,antdv
browser-extension,4,unamed,browser-extension
ecb,4,unamed,ecb
gravityforms,4,unamed,gravityforms
oauth-1.0a,4,unamed,oauth-1.0a
element-ui,4,unamed,element-ui
custom-protocol,4,unamed,custom-protocol
onunload,4,unamed,onunload
userscripts,4,unamed,userscripts
deadlines,4,unamed,deadlines
fetch-mock,4,unamed,fetch-mock
concatmap,4,unamed,concatmap
vuejs-slots,4,FrontEnd Developers,FrontEnd Developers
